id,name,recclass,mass_grams,year,reclat,reclong,GeoLocation
17271,Johannessen Nunataks 03003,H6,28.5,2003,-72.89494,161.14481,"(-72.89494, 161.14481)"
17272,Johannessen Nunataks 03004,H6,34.1,2003,-72.89917,161.13119,"(-72.89917, 161.13119)"
17273,Johannessen Nunataks 03005,H6,112.4,2003,-72.89953,161.12953000000002,"(-72.89953, 161.12953)"
17274,Johannessen Nunataks 03006,H6,40.1,2003,-72.89953,161.12878,"(-72.89953, 161.12878)"
17275,Johannessen Nunataks 03007,H6,929.3,2003,-72.89964,161.12836000000001,"(-72.89964, 161.12836)"
17276,Johannessen Nunataks 03008,H6,365.3,2003,-72.89964,161.12836000000001,"(-72.89964, 161.12836)"
17277,Johannessen Nunataks 03009,H6,400.0,2003,-72.89989,161.129,"(-72.89989, 161.129)"
17278,Johannessen Nunataks 03010,H6,445.0,2003,-72.89989,161.129,"(-72.89989, 161.129)"
17279,Johannessen Nunataks 03011,H5,407.3,2003,-72.89656,161.08053,"(-72.89656, 161.08053)"
17280,Johannessen Nunataks 03012,H5,172.5,2003,-72.89641999999999,161.08053,"(-72.89642, 161.08053)"
17281,Johannessen Nunataks 03013,H6,162.4,2003,-72.9,161.00194,"(-72.9, 161.00194)"
17282,Johannessen Nunataks 03014,H5,16.1,2003,-72.90194,161.16644,"(-72.90194, 161.16644)"
17283,Johannessen Nunataks 03015,LL5,121.2,2003,-72.85325,161.02511,"(-72.85325, 161.02511)"
17284,Johannessen Nunataks 03016,H6,4.8,2003,-72.833,161.22319,"(-72.833, 161.22319)"
17285,Johannessen Nunataks 03017,H6,1.9,2003,-72.8995,161.12933,"(-72.8995, 161.12933)"
17286,Johannessen Nunataks 03018,H6,0.2,2003,-72.8995,161.12944,"(-72.8995, 161.12944)"
17287,Johannessen Nunataks 03019,H6,1.4,2003,-72.89994,161.12886,"(-72.89994, 161.12886)"
17289,Johnson City,L6,10400.0,1937,37.55,-101.68333,"(37.55, -101.68333)"
17290,Jonah,H5,1304.0,1963,30.625,-97.53333,"(30.625, -97.53333)"
17291,Jonesboro,"Iron, IVA",30.0,1891,36.3,-82.46667,"(36.3, -82.46667)"
17292,Juanita de Angeles,H5,85000.0,1992,28.41667,-105.08333,"(28.41667, -105.08333)"
17293,Juarez,L6,6100.0,1938,-37.55,-60.15,"(-37.55, -60.15)"
17294,Juderina Spring,L6,2198.0,1990,-25.91667,119.3,"(-25.91667, 119.3)"
17295,Julesburg,L3.6,57900.0,1983,39.975,-102.26666999999999,"(39.975, -102.26667)"
17296,Juncal,"Iron, IIIAB",104000.0,1866,-26.0,-69.25,"(-26.0, -69.25)"
17297,Junction,L5,241.0,1932,30.5,-99.83333,"(30.5, -99.83333)"
17298,Jungo 001,L6,70.7,2007,40.89055,-118.36278,"(40.89055, -118.36278)"
17299,Jungo 002,H6,27.8,2007,40.89805,-118.35388,"(40.89805, -118.35388)"
17300,Jungo 003,H6,29.1,2007,40.95805,-118.35305,"(40.95805, -118.35305)"
17301,Kaalijarv,"Iron, IAB-MG",2250.0,1937,58.4,22.66667,"(58.4, 22.66667)"
17302,Kabakly,H4,71.6,1965,39.76667,62.51667,"(39.76667, 62.51667)"
17303,Kackley,H4,1368.0,2006,39.71633,-97.8545,"(39.71633, -97.8545)"
17304,Kaffir (a),L5,1874.9,1965,34.623329999999996,-101.91667,"(34.62333, -101.91667)"
17305,Kaffir (b),H4,3500.0,1966,34.67167,-101.815,"(34.67167, -101.815)"
17306,Kaffir (c),L6,7947.0,1980,34.67167,-101.815,"(34.67167, -101.815)"
17307,Kaffir (d),L5,26760.0,1981,34.67167,-101.815,"(34.67167, -101.815)"
17308,Kennard,H5,8200.0,1961,41.48333,-96.16667,"(41.48333, -96.16667)"
17316,Kalahari 008,Lunar (anorth),585.0,1999,-20.9818,22.9766,"(-20.9818, 22.9766)"
17317,Kalahari 009,Lunar (basalt),13500.0,1999,-20.9818,22.9766,"(-20.9818, 22.9766)"
17318,Kaldoonera Hill,H6,12000.0,1956,-32.61667,134.85,"(-32.61667, 134.85)"
17319,Kalkaska,"Iron, IIIAB",9399.0,1947,44.64694,-85.13667,"(44.64694, -85.13667)"
17320,Kalugalatenna,L6,4000.0,2003,7.316669999999999,80.55,"(7.31667, 80.55)"
17321,Kalvesta,H4,10000.0,1968,38.08333,-100.25,"(38.08333, -100.25)"
17322,Kamioka,H4,30.0,1921,39.51667,140.36667,"(39.51667, 140.36667)"
17323,Kamyshla,L6,1540.0,1981,54.0,52.2,"(54.0, 52.2)"
17324,Kansas City (1903),H5,36000.0,1903,39.1,-94.63333,"(39.1, -94.63333)"
17325,Kansas State University,H4,301.0,2004,39.27556,-96.25944,"(39.27556, -96.25944)"
17327,Kanzaki,H,483.0,1905,33.3,130.36667,"(33.3, 130.36667)"
17328,Kappakoola,H6,392.5,1929,-33.25,135.53333,"(-33.25, 135.53333)"
17329,Kapunda,"Iron, IIIAB",542.0,1965,-34.31667,138.93333,"(-34.31667, 138.93333)"
17330,Karagai,L6,115.0,1900,51.11667,57.916669999999996,"(51.11667, 57.91667)"
17331,Karasburg,"Iron, IIIAB?",12000.0,1964,-27.66667,18.96667,"(-27.66667, 18.96667)"
17333,Karee Kloof,"Iron, IAB-sLL",92100.0,1914,-31.6,25.8,"(-31.6, 25.8)"
17334,Kargapole,H4,21800.0,1961,55.88333000000001,64.3,"(55.88333, 64.3)"
17335,Karval,H5,1104.0,1936,38.71667,-103.51666999999999,"(38.71667, -103.51667)"
17336,Kaufman,L5,23000.0,1893,32.58333,-96.41667,"(32.58333, -96.41667)"
17337,Kearney,H5,10000.0,1934,40.68333,-99.06667,"(40.68333, -99.06667)"
17338,Keen Mountain,"Iron, IIAB",6690.0,1950,37.21667,-82.0,"(37.21667, -82.0)"
17339,Kelly,LL4,44300.0,1937,40.46667,-103.03333,"(40.46667, -103.03333)"
17340,Kendall County,"Iron, IAB-ung",21000.0,1887,29.4,-98.5,"(29.4, -98.5)"
17341,Kenna,Ureilite,10900.0,1972,33.9,-103.55333,"(33.9, -103.55333)"
17342,Kenna (b),L5,453.0,1972,33.70833,-103.76666999999999,"(33.70833, -103.76667)"
17343,Kenton County,"Iron, IIIAB",194000.0,1889,38.81667,-84.6,"(38.81667, -84.6)"
17344,Kermichel,L6,3000.0,1911,47.65,-2.76667,"(47.65, -2.76667)"
17345,Keyes,L6,142000.0,1939,36.71667,-102.5,"(36.71667, -102.5)"
17346,Keystone Lake,L5,787.0,2003,36.28402,-96.43701,"(36.28402, -96.43701)"
17347,Kharga,"Iron, IVA",1040.0,2000,31.1325,25.04717,"(31.1325, 25.04717)"
17348,Khatiyah,H5,1500.0,2000,25.433329999999998,50.78333,"(25.43333, 50.78333)"
17349,Khatyrka,CV3,0.1,2011,62.65316,174.50043,"(62.65316, 174.50043)"
17350,Kielpa,H5,13600.0,1948,-33.6,136.1,"(-33.6, 136.1)"
17351,Kifkakhsyagan,"Iron, IIIAB",18800.0,1972,64.4,172.7,"(64.4, 172.7)"
17352,Kimba,H4,1492.0,1997,-33.21667,136.41666999999998,"(-33.21667, 136.41667)"
17353,Kimble County,H6,153800.0,1918,30.41667,-99.4,"(30.41667, -99.4)"
17354,Kimbolton,H4,7500.0,1976,-40.07139,175.73028,"(-40.07139, 175.73028)"
17355,Kinclaven 001,L5,17.3,1973,-30.46667,125.7,"(-30.46667, 125.7)"
17357,King Tut,L5,19.51,1997,35.92333,-114.10167,"(35.92333, -114.10167)"
17358,Kingfisher,L5,8180.0,1950,35.83333,-97.93333,"(35.83333, -97.93333)"
17359,Kingston,"Iron, ungrouped",12900.0,1891,32.9,-107.73333000000001,"(32.9, -107.73333)"
17360,Kinley,L6,2000.0,1965,52.04667,-107.23333000000001,"(52.04667, -107.23333)"
17361,Kinsella,"Iron, IIIAB",3720.0,1946,53.2,-111.43333,"(53.2, -111.43333)"
17362,Kirishi,L4,1350.0,2006,59.54833000000001,32.11333,"(59.54833, 32.11333)"
17363,Kissij,H5,5500.0,1899,54.86666999999999,50.88333,"(54.86667, 50.88333)"
17364,Kittakittaooloo,H4,3600.0,1970,-28.03333,138.13333,"(-28.03333, 138.13333)"
17365,Kivesvaara,CM2,164.0,1968,64.45,27.566670000000002,"(64.45, 27.56667)"
17366,Klamath Falls,"Iron, IIIF",17000.0,1952,42.16667,-121.85,"(42.16667, -121.85)"
17367,Klein Glacier 98300,EH3,33.6,1998,-86.93333,-144.3,"(-86.93333, -144.3)"
17368,Knowles,"Iron, IIIAB",161000.0,1903,36.9,-100.21667,"(36.9, -100.21667)"
17369,Kodaikanal,"Iron, IIE",15900.0,1898,10.26667,77.4,"(10.26667, 77.4)"
17370,Kofa,"Iron, IAB-sHH",490.0,1893,33.5,-114.0,"(33.5, -114.0)"
17371,Kokomo,"Iron, IVB",1800.0,1862,40.48333,-86.36667,"(40.48333, -86.36667)"
17372,Kokstad,"Iron, IIIE",341000.0,1884,-30.55,29.41667,"(-30.55, 29.41667)"
17373,Koltsovo,H4,20020.0,2004,54.7505,36.978,"(54.7505, 36.978)"
17374,Königsbrück,H/L4,51.8,2004,51.26667,13.9,"(51.26667, 13.9)"
17375,Kopjes Vlei,"Iron, IIAB",13600.0,1914,-29.3,21.15,"(-29.3, 21.15)"
17376,Koraleigh,L6,450.0,1943,-35.1,143.4,"(-35.1, 143.4)"
17377,Korra Korrabes,H3,140000.0,1996,-25.2,18.08333,"(-25.2, 18.08333)"
17379,Kossuth,"Iron, IVA",5900.0,1975,40.66667,-84.35,"(40.66667, -84.35)"
17380,Kota-Kota,EH3,334.0,1905,-13.01667,34.2,"(-13.01667, 34.2)"
17381,Kouga Mountains,"Iron, IIIAB",1173000.0,1903,-33.61667,24.0,"(-33.61667, 24.0)"
17382,Kramer Creek,L4,2300.0,1966,38.3925,-104.17667,"(38.3925, -104.17667)"
17383,Krasnodar,L5,2040.0,2006,45.00569,39.20519,"(45.00569, 39.20519)"
17384,Krasnojarsk,"Pallasite, PMG-an",700000.0,1749,54.9,91.8,"(54.9, 91.8)"
17385,Kress (a),L6,12500.0,1951,34.35833,-101.73,"(34.35833, -101.73)"
17386,Kress (b),L4,2600.0,1966,34.35833,-101.73,"(34.35833, -101.73)"
17387,Kress (c),L6,5600.0,1978,34.33833,-101.71667,"(34.33833, -101.71667)"
17388,Kress (d),H5,57.0,1994,34.38333,-101.71667,"(34.38333, -101.71667)"
17389,Krider,H6,2386.0,1978,34.46667,-103.92166999999999,"(34.46667, -103.92167)"
17390,Krzadka,Iron,2500.0,1929,50.375,21.73333,"(50.375, 21.73333)"
17391,Ksar el Hajoui,L6,3100.0,2010,31.993170000000003,-2.99347,"(31.99317, -2.99347)"
17392,Ksar Ghilane 001,L6,5511.0,2008,32.681,9.72872,"(32.681, 9.72872)"
17393,Ksar Ghilane 002,Martian (shergottite),538.0,2010,32.80625,9.83283,"(32.80625, 9.83283)"
17394,Ksar Ghilane 003,L6,299.0,2010,32.80157,9.8411,"(32.80157, 9.8411)"
17395,Ksar Ghilane 004,H5,335.0,2010,32.81755,9.95518,"(32.81755, 9.95518)"
17396,Ksar Ghilane 005,L6,73.0,2010,32.84078,9.90705,"(32.84078, 9.90705)"
17397,Ksar Ghilane 006,H4,26.0,2011,32.80628,9.83767,"(32.80628, 9.83767)"
17398,Ksar Ghilane 007,H6,5381.0,2011,32.75832,9.8593,"(32.75832, 9.8593)"
17399,Ksar Ghilane 008,H5,295.0,2011,32.761070000000004,9.86632,"(32.76107, 9.86632)"
17400,Ksar Ghilane 009,H6,173.0,2011,32.76277,9.86542,"(32.76277, 9.86542)"
17401,Ksar Ghilane 010,L5,50.1,2012,32.806,9.833,"(32.806, 9.833)"
17402,Ksar Ghilane 011,L4,25.6,2012,32.891,9.913,"(32.891, 9.913)"
17403,Kufra,H5,344.0,1999,24.473329999999997,23.043329999999997,"(24.47333, 23.04333)"
17404,Kuga,"Iron, IIIAB",5600.0,1950,34.1,132.08333000000002,"(34.1, 132.08333)"
17405,Kulnine,L6,55300.0,1886,-34.15,141.78333,"(-34.15, 141.78333)"
17407,Kumerina,"Iron, IIC",53500.0,1937,-24.91667,119.41667,"(-24.91667, 119.41667)"
17408,Kumiva Valley,H5,30.15,2001,40.37972,-119.08639,"(40.37972, -119.08639)"
17409,Kumtag,H5,26000.0,2008,41.668890000000005,93.17305999999999,"(41.66889, 93.17306)"
17410,Kumtag 002,L4,557.0,2011,41.5,93.55,"(41.5, 93.55)"
17411,Kumtag 003,H5,1260.0,2011,41.5,93.55,"(41.5, 93.55)"
17412,Kyancutta,"Iron, IIIAB",32700.0,1932,-33.28333,136.0,"(-33.28333, 136.0)"
17413,Kybo 001,LL5,2492.7,1984,-31.183329999999998,126.41667,"(-31.18333, 126.41667)"
17414,Kybunga,L5,7900.0,1956,-33.9,138.48333,"(-33.9, 138.48333)"
17415,Kyle,L6,7780.0,1965,29.975,-97.86667,"(29.975, -97.86667)"
17416,La Banderia,LL5,54.3,1986,24.35,-102.16667,"(24.35, -102.16667)"
17417,La Caille,"Iron, ungrouped",626000.0,1828,43.73333,6.78333,"(43.73333, 6.78333)"
17418,La Ciénega,H6,7632.0,2007,30.201859999999996,-111.93587,"(30.20186, -111.93587)"
17419,La Escondida,H5,8.2,1979,24.34167,-102.075,"(24.34167, -102.075)"
17420,La Esmeralda,L6,483.0,1999,27.066670000000002,-103.43333,"(27.06667, -103.43333)"
17421,La Grange,"Iron, IVA",50800.0,1860,38.4,-85.36667,"(38.4, -85.36667)"
17422,La Lande,L5,30000.0,1933,34.45,-104.13333,"(34.45, -104.13333)"
17423,La Luz,H4,4798.0,2005,33.00383,-105.85083,"(33.00383, -105.85083)"
17424,La Porte,"Iron, IIIAB",14540.0,1900,41.6,-86.71667,"(41.6, -86.71667)"
17425,La Primitiva,"Iron, IIG",27400.0,1888,-19.91667,-69.81667,"(-19.91667, -69.81667)"
17427,La Villa,H4,19800.0,1956,26.27167,-97.90167,"(26.27167, -97.90167)"
17428,La Yesera 001,H6,205.0,2003,-23.2705,-70.483,"(-23.2705, -70.483)"
17429,La Yesera 002,LL5,2625.0,2003,-23.2705,-70.483,"(-23.2705, -70.483)"
17430,La Yesera 003,L4,447.0,2003,-23.290860000000002,-70.47239,"(-23.29086, -70.47239)"
17431,La Yesera 004,L6,1489.0,2003,-23.288610000000002,-70.47469,"(-23.28861, -70.47469)"
17432,Lac Dodon,"Iron, IAB complex",800.0,1993,45.95,-73.91667,"(45.95, -73.91667)"
17433,Ladder Creek,L6,35100.0,1937,38.61667,-101.63333,"(38.61667, -101.63333)"
17434,Lafayette (stone),Martian (nakhlite),800.0,1931,40.41667,-86.88333,"(40.41667, -86.88333)"
17435,Lago Valscura,H5,200.0,1995,44.19167,7.20028,"(44.19167, 7.20028)"
17436,Laguna Manantiales,Iron,92000.0,1945,-48.58333,-67.41667,"(-48.58333, -67.41667)"
17437,Lahmada,H6,7360.0,1998,27.16667,-9.5,"(27.16667, -9.5)"
17438,Lahmada 002,L6,360.1,1999,27.16667,-9.5,"(27.16667, -9.5)"
17439,Lahmada 003,L6,374.5,1999,27.16667,-9.5,"(27.16667, -9.5)"
17440,Lahmada 004,H6,139.6,1999,27.16667,-9.5,"(27.16667, -9.5)"
17441,Lahmada 005,L4/5,103.1,1999,27.16667,-9.5,"(27.16667, -9.5)"
17442,Lahmada 006,L6,904.6,1999,27.16667,-9.5,"(27.16667, -9.5)"
17443,Lahmada 007,H5,620.6,1999,27.16667,-9.5,"(27.16667, -9.5)"
17444,Lahmada 008,L6,43.3,1999,27.16667,-9.5,"(27.16667, -9.5)"
17445,Lahmada 009,H3-6,70000.0,1999,27.16667,-9.5,"(27.16667, -9.5)"
17446,Lahmada 010,H6,117.4,1999,27.16667,-9.5,"(27.16667, -9.5)"
17447,Lahmada 011,H5,1520.0,1998,27.23033,-9.7505,"(27.23033, -9.7505)"
17448,Lahmada 012,H5,2510.0,1998,27.23333,-9.7585,"(27.23333, -9.7585)"
17449,Lahmada 013,H6,1373.0,1998,27.2335,-9.75817,"(27.2335, -9.75817)"
17450,Lahmada 014,H5,312.0,1998,27.23633,-9.74133,"(27.23633, -9.74133)"
17451,Lahmada 015,H6,1455.0,1998,27.2335,-9.75767,"(27.2335, -9.75767)"
17452,Lahmada 016,H5,998.0,1998,27.23,-9.75667,"(27.23, -9.75667)"
17453,Lahmada 017,H5,85.0,1998,27.2265,-9.74117,"(27.2265, -9.74117)"
17454,Lahmada 018,H5,226.0,1998,27.285,-9.59017,"(27.285, -9.59017)"
17455,Lahoma,L5,21800.0,1963,36.38333,-98.08333,"(36.38333, -98.08333)"
17456,Lake Bonney,L6,2750.0,1961,-37.75,140.3,"(-37.75, 140.3)"
17457,Lake Brown,L6,23400.0,1919,-31.0,118.5,"(-31.0, 118.5)"
17458,Lake Carnegie,Eucrite-cm,12.1,1992,-26.21667,122.5,"(-26.21667, 122.5)"
17459,Lake Frome 001,H5,32.5,1992,-30.71061,140.15142,"(-30.71061, 140.15142)"
17460,Lake Frome 002,H5,201.0,1992,-30.71061,140.15142,"(-30.71061, 140.15142)"
17461,Lake Frome 003,H6,5.0,1992,-30.71061,140.15142,"(-30.71061, 140.15142)"
17462,Lake Frome 004,H6,107.0,1992,-30.71061,140.15142,"(-30.71061, 140.15142)"
17463,Lake Frome 005,L5,54.0,1992,-30.71061,140.15142,"(-30.71061, 140.15142)"
17464,Lake Grace,L6,10500.0,1956,-33.06667,118.21667,"(-33.06667, 118.21667)"
17465,Lake Labyrinth,LL6,25850.0,1924,-30.53333,134.75,"(-30.53333, 134.75)"
17466,Lake Machattie,H5,2600.0,1988,-24.83333,139.8,"(-24.83333, 139.8)"
17467,Lake Murray,"Iron, IIAB",270000.0,1933,34.1,-97.0,"(34.1, -97.0)"
17468,Lake Torrens,L6,906.0,1989,-31.03333,138.2,"(-31.03333, 138.2)"
17469,Laketon,L6,3600.0,1937,35.56667,-100.66667,"(35.56667, -100.66667)"
17470,Lakeview,H4,1238.0,1970,34.53333,-101.7,"(34.53333, -101.7)"
17471,Lakewood,L6,46500.0,1955,32.62972,-104.35,"(32.62972, -104.35)"
17472,Lamesa,"Iron, IAB-sLM",16900.0,1981,32.88333,-101.88333,"(32.88333, -101.88333)"
17473,Lamont,Mesosiderite,38690.0,1940,38.07778,-96.02639,"(38.07778, -96.02639)"
17474,Lancaster County,Iron,13000.0,1903,40.66667,-96.75,"(40.66667, -96.75)"
17475,Landes,"Iron, IAB-MG",69800.0,1930,38.9,-79.18333,"(38.9, -79.18333)"
17476,Landor,Iron,9000.0,1931,-25.66667,117.0,"(-25.66667, 117.0)"
17478,Langwies,H6,16.5,1985,46.81667,9.71667,"(46.81667, 9.71667)"
17479,Lanton,"Iron, IIIAB",13780.0,1932,36.53333,-91.8,"(36.53333, -91.8)"
17484,LaPaz Icefield 02204,L5,1313.7,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17486,LaPaz Icefield 02205,Lunar (basalt),1226.3,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17487,LaPaz Icefield 02206,CV3,1284.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17488,LaPaz Icefield 02207,LL5,2920.4,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17490,LaPaz Icefield 02209,LL5,1563.1,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17491,LaPaz Icefield 02210,LL5,2237.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17493,LaPaz Icefield 02212,LL5,1456.0,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17494,LaPaz Icefield 02213,LL5,592.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17495,LaPaz Icefield 02214,LL5,745.1,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17496,LaPaz Icefield 02215,LL5,484.1,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17497,LaPaz Icefield 02216,Diogenite,612.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17498,LaPaz Icefield 02217,LL5,653.4,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17499,LaPaz Icefield 02218,H4,473.7,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17500,LaPaz Icefield 02219,LL5,540.5,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17501,LaPaz Icefield 02220,LL5,154.3,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17502,LaPaz Icefield 02221,LL5,184.2,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17503,LaPaz Icefield 02222,LL5,450.5,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17504,LaPaz Icefield 02223,LL5,138.8,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17505,LaPaz Icefield 02224,Lunar (basalt),252.5,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17506,LaPaz Icefield 02225,EH-imp melt,313.5,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17507,LaPaz Icefield 02226,Lunar (basalt),244.1,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17508,LaPaz Icefield 02227,LL5,308.5,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17509,LaPaz Icefield 02228,CV3,335.8,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17510,LaPaz Icefield 02229,LL5,252.4,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17511,LaPaz Icefield 02230,LL6,218.7,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17512,LaPaz Icefield 02231,H5,256.7,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17513,LaPaz Icefield 02232,LL6,230.9,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17514,LaPaz Icefield 02233,Aubrite,18.1,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17515,LaPaz Icefield 02234,LL6,24.18,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17516,LaPaz Icefield 02235,L5,31.11,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17517,LaPaz Icefield 02236,LL5,40.04,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17518,LaPaz Icefield 02237,H5,24.4,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17519,LaPaz Icefield 02238,R,26.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17520,LaPaz Icefield 02239,CM2,39.3,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17521,LaPaz Icefield 02240,H-imp melt,28.16,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17522,LaPaz Icefield 02241,LL5,106.0,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17523,LaPaz Icefield 02242,H5,6.86,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17524,LaPaz Icefield 02243,H5,11.67,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17525,LaPaz Icefield 02244,LL5,106.46,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17526,LaPaz Icefield 02245,LL5,108.35,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17527,LaPaz Icefield 02246,LL5,127.4,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17528,LaPaz Icefield 02247,H5,25.33,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17530,LaPaz Icefield 02248,LL5,68.02,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17531,LaPaz Icefield 02249,LL4,20.74,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17532,LaPaz Icefield 02250,LL5,94.3,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17533,LaPaz Icefield 02251,L4,119.03,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17534,LaPaz Icefield 02252,H6,20.76,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17535,LaPaz Icefield 02253,LL5,78.66,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17536,LaPaz Icefield 02254,H5,114.6,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17537,LaPaz Icefield 02255,LL5,94.8,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17538,LaPaz Icefield 02256,L5,162.77,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17539,LaPaz Icefield 02257,LL5,132.33,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17540,LaPaz Icefield 02258,LL5,32.88,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17541,LaPaz Icefield 02259,LL5,54.55,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17542,LaPaz Icefield 02260,LL5,144.88,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17543,LaPaz Icefield 02261,LL5,118.3,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17544,LaPaz Icefield 02262,LL5,45.35,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17545,LaPaz Icefield 02263,LL5,92.22,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17546,LaPaz Icefield 02264,L5,60.33,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17547,LaPaz Icefield 02265,LL5,52.13,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17548,LaPaz Icefield 02266,LL4,141.88,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17549,LaPaz Icefield 02267,H6,39.85,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17550,LaPaz Icefield 02268,L5,17.81,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17551,LaPaz Icefield 02269,CM2,24.24,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17553,LaPaz Icefield 02271,LL5,9.17,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17555,LaPaz Icefield 02273,LL5,25.25,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17556,LaPaz Icefield 02274,H6,26.16,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17557,LaPaz Icefield 02275,LL5,38.18,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17558,LaPaz Icefield 02276,LL5,44.16,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17559,LaPaz Icefield 02277,CM1,7.76,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17560,LaPaz Icefield 02278,H5,3.44,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17561,LaPaz Icefield 02279,L5,5.32,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17562,LaPaz Icefield 02280,H5,17.18,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17563,LaPaz Icefield 02281,LL5,18.78,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17564,LaPaz Icefield 02282,LL5,4.34,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17565,LaPaz Icefield 02283,LL5,37.09,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17566,LaPaz Icefield 02284,L5,6.99,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17567,LaPaz Icefield 02285,LL5,4.95,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17568,LaPaz Icefield 02286,L5,6.65,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17569,LaPaz Icefield 02287,LL5,10.23,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17570,LaPaz Icefield 02288,LL5,6.33,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17571,LaPaz Icefield 02289,H5,9.74,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17572,LaPaz Icefield 02290,L5,7.49,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17573,LaPaz Icefield 02291,H5,3.49,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
17574,LaPaz Icefield 02292,L5,16.62,2002,-86.36667,-70.0,"(-86.36667, -70.0)"
