id,name,recclass,mass_grams,year,reclat,reclong,GeoLocation
319,Gambat,L6,6400.0,1897,27.35,68.53333,"(27.35, 68.53333)"
321,Garhi Yasin,"Iron, IIE",380.0,1917,27.883329999999997,68.53333,"(27.88333, 68.53333)"
322,Garland,Diogenite-pm,102.0,1950,41.68333,-112.13333,"(41.68333, -112.13333)"
323,Gashua,L6,4162.0,1984,12.85,11.03333,"(12.85, 11.03333)"
325,Geidam,H5,725.0,1950,12.91667,11.91667,"(12.91667, 11.91667)"
326,Gifu,L6,14290.0,1909,35.53333,136.88333,"(35.53333, 136.88333)"
327,Girgenti,L6,18000.0,1853,37.31667,13.566670000000002,"(37.31667, 13.56667)"
328,Git-Git,L6,480.0,1947,9.6,9.91667,"(9.6, 9.91667)"
329,Glanerbrug,L/LL5,670.0,1990,52.2,6.86667,"(52.2, 6.86667)"
330,Glanggang,H5-6,1303.0,1939,-7.25,107.7,"(-7.25, 107.7)"
331,Glasatovo,H4,152000.0,1918,57.35,37.61667,"(57.35, 37.61667)"
332,Glatton,L6,767.0,1991,52.45972,-0.3,"(52.45972, -0.3)"
333,Gnadenfrei,H5,1750.0,1879,50.66667,16.76667,"(50.66667, 16.76667)"
334,Gopalpur,H6,1600.0,1865,24.23333,89.05,"(24.23333, 89.05)"
335,Gorlovka,H3.7,3618.0,1974,48.28333,38.08333,"(48.28333, 38.08333)"
336,Granes,L6,9000.0,1964,42.9,2.25,"(42.9, 2.25)"
337,Grefsheim,L5,45.5,1976,60.666669999999996,11.0,"(60.66667, 11.0)"
338,Grimsby,H5,215.0,2009,43.2,-79.61667,"(43.2, -79.61667)"
339,Grosnaja,CV3,3500.0,1861,43.66667,45.38333,"(43.66667, 45.38333)"
340,Gross-Divina,H5,10500.0,1837,49.26667,18.71667,"(49.26667, 18.71667)"
341,Grossliebenthal,L6,8000.0,1881,46.35,30.58333,"(46.35, 30.58333)"
342,Grüneberg,H4,1000.0,1841,51.93333,15.5,"(51.93333, 15.5)"
343,Grzempach,H5,690.0,1910,52.86666999999999,16.633329999999997,"(52.86667, 16.63333)"
344,Gualeguaychú,H6,22000.0,1932,-33.0,-58.61666999999999,"(-33.0, -58.61667)"
345,Guangmingshan,H5,2910.0,1996,39.80417,122.76388999999999,"(39.80417, 122.76389)"
347,Guangrao,L6,1900.0,1980,37.1,118.4,"(37.1, 118.4)"
348,Guareña,H6,39000.0,1892,38.73333,-6.0166699999999995,"(38.73333, -6.01667)"
349,Guêa,Stone-uncl,1915.0,1891,43.76667,20.23333,"(43.76667, 20.23333)"
350,Guibga,L5,288.0,1972,13.5,-0.68333,"(13.5, -0.68333)"
351,Guidder,LL5,968.0,1949,9.91667,13.983329999999999,"(9.91667, 13.98333)"
352,Gujargaon,H5,2449.0,1982,22.98333,76.05,"(22.98333, 76.05)"
353,Gujba,CBa,100000.0,1984,11.49167,11.65833,"(11.49167, 11.65833)"
354,Gumoschnik,H5,5700.0,1904,42.9,24.7,"(42.9, 24.7)"
355,Gurram Konda,L6,28.0,1814,13.78333,78.56667,"(13.78333, 78.56667)"
356,Gursum,H4/5,34650.0,1981,9.36667,42.41667,"(9.36667, 42.41667)"
357,Gütersloh,H3/4,1000.0,1851,51.91667,8.38333,"(51.91667, 8.38333)"
358,Gyokukei,OC,1320.0,1930,35.0,127.5,"(35.0, 127.5)"
359,Hachi-oji,H?,0.2,1817,35.65,139.33333000000002,"(35.65, 139.33333)"
360,Hainaut,H3-6,9000.0,1934,50.31667,3.7333300000000005,"(50.31667, 3.73333)"
361,Hallingeberg,L3.4,1456.0,1944,57.816669999999995,16.23333,"(57.81667, 16.23333)"
362,Hamlet,LL4,3710.0,1959,41.38333,-86.6,"(41.38333, -86.6)"
363,Haraiya,Eucrite-mmict,1000.0,1878,26.8,82.53333,"(26.8, 82.53333)"
364,Haripura,CM2,315.0,1921,28.383329999999997,75.78333,"(28.38333, 75.78333)"
365,Harleton,L6,8360.0,1961,32.675,-94.51167,"(32.675, -94.51167)"
366,Harrison County,L6,680.0,1859,38.25,-86.16667,"(38.25, -86.16667)"
367,Hashima,H4,1110.6,1910,35.2945,136.70033,"(35.2945, 136.70033)"
368,Hassi-Jekna,"Iron, IAB-sHL",1250.0,1890,28.95,0.81667,"(28.95, 0.81667)"
369,Hatford,Stone-uncl,29000.0,1628,51.65,-1.51667,"(51.65, -1.51667)"
370,Haverö,Ureilite,1544.0,1971,60.24556,22.06194,"(60.24556, 22.06194)"
371,Hedeskoga,H5,3500.0,1922,55.46666999999999,13.78333,"(55.46667, 13.78333)"
372,Hedjaz,L3.7-6,6100.0,1910,27.33333,35.66667,"(27.33333, 35.66667)"
373,Heredia,H5,1000.0,1857,10.0,-84.1,"(10.0, -84.1)"
374,Hessle,H5,20000.0,1869,59.85,17.66667,"(59.85, 17.66667)"
375,Higashi-koen,H5,750.0,1897,33.6,130.43333,"(33.6, 130.43333)"
376,High Possil,L6,4500.0,1804,55.9,-4.2333300000000005,"(55.9, -4.23333)"
377,Hiroshima,H5,414.0,2003,34.45,132.38333,"(34.45, 132.38333)"
378,Hoima,H6,167.7,2003,1.345,31.47278,"(1.345, 31.47278)"
379,Hökmark,L4,305.5,1954,64.43333,21.2,"(64.43333, 21.2)"
380,Holbrook,L/LL6,220000.0,1912,34.9,-110.18333,"(34.9, -110.18333)"
381,Holetta,Stone-uncl,1415.0,1923,9.06667,38.41667,"(9.06667, 38.41667)"
382,Homestead,L5,230000.0,1875,41.8,-91.86667,"(41.8, -91.86667)"
383,Honolulu,L5,2420.0,1825,21.3,-157.86667,"(21.3, -157.86667)"
384,Hotse,L6,180.0,1956,35.66667,115.5,"(35.66667, 115.5)"
385,Hoxie,OC,266.1,1963,39.35,-100.45,"(39.35, -100.45)"
386,Hraschina,"Iron, IID",49000.0,1751,46.1,16.33333,"(46.1, 16.33333)"
387,Huaxi,H5,1600.0,2010,26.46469,106.63241000000001,"(26.46469, 106.63241)"
388,Hungen,H6,112.0,1877,50.3,8.91667,"(50.3, 8.91667)"
389,Hvittis,EL6,14000.0,1901,61.183330000000005,22.683329999999998,"(61.18333, 22.68333)"
390,Ibbenbüren,Diogenite,2000.0,1870,52.28333,7.7,"(52.28333, 7.7)"
391,Ibitira,Eucrite-mmict,2500.0,1957,-20.0,-45.0,"(-20.0, -45.0)"
393,Ichkala,H6,3973.0,1936,58.2,82.93333,"(58.2, 82.93333)"
394,Idutywa,H5,3457.0,1956,-32.1,28.33333,"(-32.1, 28.33333)"
395,Iguaracu,H5,1200.0,1977,-23.2,-51.83333,"(-23.2, -51.83333)"
396,Ijopega,H6,7330.0,1975,-6.03333,145.36667,"(-6.03333, 145.36667)"
397,Indarch,EH4,27000.0,1891,39.75,46.66667,"(39.75, 46.66667)"
398,Independence,L6,880.0,1917,39.08333,-94.4,"(39.08333, -94.4)"
399,Inner Mongolia,L6,3000.0,1963,41.0,112.0,"(41.0, 112.0)"
400,Innisfree,L5,4576.0,1977,53.415,-111.3375,"(53.415, -111.3375)"
401,Ipiranga,H6,7000.0,1972,-25.5,-54.5,"(-25.5, -54.5)"
402,Ishinga,H,1300.0,1954,-8.93333,33.8,"(-8.93333, 33.8)"
403,Isthilart,H5,3050.0,1928,-31.183329999999998,-57.95,"(-31.18333, -57.95)"
404,Itapicuru-Mirim,H5,2024.0,1879,-3.4,-44.33333,"(-3.4, -44.33333)"
405,Itqiy,EH7-an,4720.0,1990,26.59083,-12.952169999999999,"(26.59083, -12.95217)"
406,Ivuna,CI1,704.5,1938,-8.41667,32.43333,"(-8.41667, 32.43333)"
407,Jackalsfontein,L6,48000.0,1903,-32.5,21.9,"(-32.5, 21.9)"
408,Jajh deh Kot Lalu,EL6,973.0,1926,26.75,68.41667,"(26.75, 68.41667)"
410,Jalandhar,Iron,1967.0,1621,31.0,75.0,"(31.0, 75.0)"
411,Jamkheir,H6,22.0,1866,18.75,75.33333,"(18.75, 75.33333)"
412,Jartai,L6,20500.0,1979,39.7,105.8,"(39.7, 105.8)"
413,Jelica,LL6,34000.0,1889,43.83333,20.441670000000002,"(43.83333, 20.44167)"
415,Jesenice,L6,3667.0,2009,46.42137,14.052170000000002,"(46.42137, 14.05217)"
416,Jhung,L5,5900.0,1873,31.3,72.38333,"(31.3, 72.38333)"
417,Jiange,H5,222.0,1964,31.91667,104.91667,"(31.91667, 104.91667)"
418,Jianshi,"Iron, IIIAB",600000.0,1890,30.808329999999998,109.5,"(30.80833, 109.5)"
419,Jilin,H5,4000000.0,1976,44.05,126.16667,"(44.05, 126.16667)"
420,Jodiya,L5,100.0,2006,22.68,70.31333000000001,"(22.68, 70.31333)"
421,Jodzie,Howardite,30.0,1877,55.7,24.4,"(55.7, 24.4)"
422,Johnstown,Diogenite,40300.0,1924,40.35,-104.9,"(40.35, -104.9)"
423,Jolomba,LL6,483.0,1974,-11.85,15.833329999999998,"(-11.85, 15.83333)"
424,Jonzac,Eucrite-mmict,5000.0,1819,45.43333,-0.45,"(45.43333, -0.45)"
425,Juancheng,H5,100000.0,1997,35.5,115.41667,"(35.5, 115.41667)"
426,Judesegeri,H6,680.0,1876,12.85,76.8,"(12.85, 76.8)"
427,Jumapalo,L6,32490.0,1984,-7.71667,111.2,"(-7.71667, 111.2)"
428,Junan,L6,950.0,1976,35.2,118.8,"(35.2, 118.8)"
429,Juromenha,"Iron, IIIAB",25250.0,1968,38.74028,-7.27,"(38.74028, -7.27)"
430,Juvinas,Eucrite-mmict,91000.0,1821,44.71667,4.3,"(44.71667, 4.3)"
431,Kaba,CV3,3000.0,1857,47.35,21.3,"(47.35, 21.3)"
432,Kabo,H4,13400.0,1971,11.85,8.21667,"(11.85, 8.21667)"
433,Kadonah,H6,89.0,1822,27.08333,78.33333,"(27.08333, 78.33333)"
434,Kaee,H5,230.0,1838,27.25,79.96667,"(27.25, 79.96667)"
435,Kagarlyk,L6,1900.0,1908,49.86667,30.83333,"(49.86667, 30.83333)"
436,Kaidun,CR2,2000.0,1980,15.0,48.3,"(15.0, 48.3)"
437,Kainsaz,CO3.2,200000.0,1937,55.433330000000005,53.25,"(55.43333, 53.25)"
438,Kakangari,K3,350.0,1890,12.38333,78.51666999999999,"(12.38333, 78.51667)"
439,Kakowa,L6,577.0,1858,45.13333,21.66667,"(45.13333, 21.66667)"
440,Kalaba,H4,950.0,1951,-6.83333,29.5,"(-6.83333, 29.5)"
441,Kalumbi,L6,4500.0,1879,17.83333,73.98333000000001,"(17.83333, 73.98333)"
442,Kamalpur,L6,2770.0,1942,26.03333,81.46667,"(26.03333, 81.46667)"
443,Kamiomi,H5,448.0,1913,36.04167,139.95667,"(36.04167, 139.95667)"
444,Kamsagar,L6,1293.0,1902,14.183329999999998,75.8,"(14.18333, 75.8)"
445,Kandahar (Afghanistan),L6,299.0,1959,31.6,65.78333,"(31.6, 65.78333)"
446,Kangean,H5,1630.0,1908,-7.0,115.5,"(-7.0, 115.5)"
447,Kangra Valley,H5,400.0,1897,32.08333,76.3,"(32.08333, 76.3)"
448,Kapoeta,Howardite,11355.0,1942,4.7,33.63333,"(4.7, 33.63333)"
449,Kaprada,L5/6,1600.0,2004,20.33916,73.22329,"(20.33916, 73.22329)"
450,Kaptal-Aryk,L6,3500.0,1937,42.45,73.36667,"(42.45, 73.36667)"
451,Karakol,LL6,3000.0,1840,47.21667,81.01666999999999,"(47.21667, 81.01667)"
452,Karatu,LL6,2220.0,1963,-3.5,35.58333,"(-3.5, 35.58333)"
453,Karewar,L6,180.0,1949,12.9,7.15,"(12.9, 7.15)"
454,Karkh,L6,22000.0,1905,27.8,67.16667,"(27.8, 67.16667)"
455,Karloowala,L6,2950.0,1955,31.58333,71.6,"(31.58333, 71.6)"
456,Karoonda,CK4,41730.0,1930,-35.08333,139.91666999999998,"(-35.08333, 139.91667)"
457,Kasamatsu,H,710.0,1938,35.36667,136.76667,"(35.36667, 136.76667)"
458,Kasauli,H4,16820.0,2003,29.58333,77.58333,"(29.58333, 77.58333)"
459,Katagum,L6,1500.0,1999,11.33333,10.08333,"(11.33333, 10.08333)"
460,Kavarpura,"Iron, IIE-an",6800.0,2006,25.14333,75.81333000000001,"(25.14333, 75.81333)"
461,Kayakent,"Iron, IIIAB",85000.0,1961,39.263329999999996,31.78,"(39.26333, 31.78)"
462,Kediri,L4,3300.0,1940,-7.75,112.01666999999999,"(-7.75, 112.01667)"
463,Kemer,L4,5760.0,2008,36.541940000000004,29.41822,"(36.54194, 29.41822)"
464,Kendleton,L4,6937.0,1939,29.45,-96.0,"(29.45, -96.0)"
465,Kendrapara,H4-5,6669.2,2003,20.4625,86.70278,"(20.4625, 86.70278)"
466,Kerilis,H5,5000.0,1874,48.4,-3.3,"(48.4, -3.3)"
467,Kernouve,H6,80000.0,1869,48.11667,-3.08333,"(48.11667, -3.08333)"
468,Kesen,H4,135000.0,1850,38.98333,141.61667,"(38.98333, 141.61667)"
469,Khairpur,EL6,13600.0,1873,29.53333,72.3,"(29.53333, 72.3)"
470,Khanpur,LL5,3698.0,1932,25.55,83.11667,"(25.55, 83.11667)"
471,Kharkov,L6,1500.0,1787,50.625,35.075,"(50.625, 35.075)"
472,Kheragur,L6,450.0,1860,26.95,77.88333,"(26.95, 77.88333)"
473,Khetri,H6,100.0,1867,28.01667,75.81667,"(28.01667, 75.81667)"
474,Khmelevka,L5,6109.0,1929,56.75,75.33333,"(56.75, 75.33333)"
475,Khohar,L3.6,9700.0,1910,25.1,81.53333,"(25.1, 81.53333)"
476,Khor Temiki,Aubrite,3200.0,1932,16.0,36.0,"(16.0, 36.0)"
477,Kidairat,H6,100000.0,1983,14.0,28.0,"(14.0, 28.0)"
478,Kiel,L6,737.6,1962,54.4,10.15,"(54.4, 10.15)"
479,Kiffa,H5,1500.0,1970,16.58333,-11.33333,"(16.58333, -11.33333)"
480,Kijima (1906),Stone-uncl,331.0,1906,36.85,138.38333,"(36.85, 138.38333)"
481,Kikino,H6,195.0,1809,55.0,34.0,"(55.0, 34.0)"
482,Kilabo,LL6,19000.0,2002,12.76667,9.8,"(12.76667, 9.8)"
483,Kilbourn,H5,772.0,1911,43.58333,-89.6,"(43.58333, -89.6)"
484,Killeter,H6,140.0,1844,54.666669999999996,-7.66667,"(54.66667, -7.66667)"
485,Kingai,H6,67.4,1967,11.63333,24.683329999999998,"(11.63333, 24.68333)"
486,Kirbyville,Eucrite-mmict,97.7,1906,30.75,-95.95,"(30.75, -95.95)"
487,Kisvarsány,L6,1550.0,1914,48.16667,22.308329999999998,"(48.16667, 22.30833)"
488,Kitchener,L6,202.6,1998,43.38333,-80.38333,"(43.38333, -80.38333)"
489,Klein-Wenden,H6,3250.0,1843,51.6,10.8,"(51.6, 10.8)"
490,Knyahinya,L/LL5,500000.0,1866,48.9,22.4,"(48.9, 22.4)"
491,Kobe,CK4,136.0,1999,34.73333,135.16666999999998,"(34.73333, 135.16667)"
492,Kokubunji,L6,11510.0,1986,34.3,133.95,"(34.3, 133.95)"
493,Komagome,Iron,238.0,1926,35.73333,139.75,"(35.73333, 139.75)"
494,Konovo,LL5,90.0,1931,42.51667,26.16667,"(42.51667, 26.16667)"
495,Košice,H5,4300.0,2010,48.76367,21.17633,"(48.76367, 21.17633)"
496,Krähenberg,LL5,16500.0,1869,49.32694,7.46472,"(49.32694, 7.46472)"
497,Krasnoi-Ugol,L6,2440.0,1829,54.03333000000001,40.9,"(54.03333, 40.9)"
498,Krasnyi Klyuch,H5,4000.0,1946,54.333330000000004,56.083330000000004,"(54.33333, 56.08333)"
499,Krutikha,OC,845.2,1906,56.8,77.0,"(56.8, 77.0)"
500,Krymka,LL3.2,50000.0,1946,47.83333,30.76667,"(47.83333, 30.76667)"
501,Kukschin,L6,2250.0,1938,51.15,31.7,"(51.15, 31.7)"
502,Kulak,L5,453.6,1961,30.731109999999997,66.80221999999999,"(30.73111, 66.80222)"
503,Kuleschovka,L6,6000.0,1811,50.75,33.5,"(50.75, 33.5)"
504,Kulp,H6,3719.0,1906,41.11667,45.0,"(41.11667, 45.0)"
505,Kunashak,L6,200000.0,1949,55.78333000000001,61.36666999999999,"(55.78333, 61.36667)"
506,Kunya-Urgench,H5,1100000.0,1998,42.25,59.2,"(42.25, 59.2)"
507,Kushiike,OC,4460.0,1920,37.05,138.38333,"(37.05, 138.38333)"
508,Kusiali,L6,5.0,1860,29.683329999999998,78.38333,"(29.68333, 78.38333)"
509,Kutais,H5,23.0,1977,44.51667,39.3,"(44.51667, 39.3)"
510,Kuttippuram,L6,45000.0,1914,10.83333,76.03333,"(10.83333, 76.03333)"
511,Kuznetzovo,L6,4047.0,1932,55.2,75.33333,"(55.2, 75.33333)"
512,Kyushu,L6,45000.0,1886,32.03333,130.63333,"(32.03333, 130.63333)"
513,La Bécasse,L6,2800.0,1879,47.08333,1.75,"(47.08333, 1.75)"
514,La Charca,OC,399.0,1878,20.66667,-101.28333,"(20.66667, -101.28333)"
515,La Colina,H5,2000.0,1924,-37.33333,-61.53333000000001,"(-37.33333, -61.53333)"
516,La Criolla,L6,45000.0,1985,-31.23333,-58.166669999999996,"(-31.23333, -58.16667)"
517,Laborel,H5,3833.0,1871,44.28333,5.58333,"(44.28333, 5.58333)"
518,Lahrauli,Ureilite,900.0,1955,26.78333,82.71667,"(26.78333, 82.71667)"
519,L'Aigle,L6,37000.0,1803,48.76667,0.6333300000000001,"(48.76667, 0.63333)"
521,Lakangaon,Eucrite-mmict,212.5,1910,21.866670000000003,76.03333,"(21.86667, 76.03333)"
522,Lalitpur,L6,372.0,1887,24.45,78.56667,"(24.45, 78.56667)"
523,Lancé,CO3.5,51700.0,1872,47.7,1.06667,"(47.7, 1.06667)"
524,Lancon,H6,7000.0,1897,43.75,5.11667,"(43.75, 5.11667)"
525,Långhalsen,L6,2300.0,1947,58.85,16.73333,"(58.85, 16.73333)"
526,Lanxi,L6,1282.0,1986,46.24167,126.19611,"(46.24167, 126.19611)"
527,Lanzenkirchen,L4,7000.0,1925,47.75,16.23333,"(47.75, 16.23333)"
528,Laochenzhen,H5,14250.0,1987,33.13333,115.16667,"(33.13333, 115.16667)"
529,Launton,L6,1060.0,1830,51.9,-1.11667,"(51.9, -1.11667)"
530,Lavrentievka,L6,800.0,1938,52.45,51.56667,"(52.45, 51.56667)"
531,Le Pressoir,H5,3000.0,1845,47.16667,0.43333,"(47.16667, 0.43333)"
532,Le Teilleul,Howardite,780.0,1845,48.53333,-0.86667,"(48.53333, -0.86667)"
533,Leedey,L6,51500.0,1943,35.88333,-99.33333,"(35.88333, -99.33333)"
534,Leeuwfontein,L6,460.0,1912,-25.66667,28.366670000000003,"(-25.66667, 28.36667)"
535,Leighlinbridge,L6,271.4,1999,52.666669999999996,-6.96667,"(52.66667, -6.96667)"
536,Leighton,H5,877.0,1907,34.58333,-87.5,"(34.58333, -87.5)"
537,Leonovka,L6,700.0,1900,52.26667,32.85,"(52.26667, 32.85)"
538,Les Ormes,L6,125.0,1857,48.35,3.25,"(48.35, 3.25)"
539,Lesves,L6,2000.0,1896,50.36667,4.7333300000000005,"(50.36667, 4.73333)"
540,Lichtenberg,H6,4000.0,1973,-26.15,26.183329999999998,"(-26.15, 26.18333)"
541,Lillaverke,H5,6862.0,1930,56.65,15.866670000000001,"(56.65, 15.86667)"
542,Limerick,H5,50000.0,1813,52.566669999999995,-8.78333,"(52.56667, -8.78333)"
543,Linum,L6,1862.0,1854,52.75,12.9,"(52.75, 12.9)"
544,Lishui,L5,498.0,1978,31.633329999999997,118.98333000000001,"(31.63333, 118.98333)"
545,Lissa,L6,12800.0,1808,50.2,14.85,"(50.2, 14.85)"
546,Little Piney,L5,491.0,1839,37.91667,-92.08333,"(37.91667, -92.08333)"
547,Lixna,H4,5213.0,1820,56.0,26.433329999999998,"(56.0, 26.43333)"
548,Lodran,Lodranite,1000.0,1868,29.53333,71.8,"(29.53333, 71.8)"
549,Lohawat,Howardite,40000.0,1994,26.965559999999996,72.62666999999999,"(26.96556, 72.62667)"
550,Lorton,L6,329.7,2010,38.70066,-77.21163,"(38.70066, -77.21163)"
551,Los Martinez,L6,25.0,1894,38.0,-0.8333299999999999,"(38.0, -0.83333)"
552,Lost City,H5,17000.0,1970,36.00833,-95.15,"(36.00833, -95.15)"
553,Louisville,L6,1300.0,1977,38.25,-85.75,"(38.25, -85.75)"
554,Łowicz,Mesosiderite-A3,59000.0,1935,52.0,19.91667,"(52.0, 19.91667)"
555,Lua,L5,9241.0,1926,24.95,75.15,"(24.95, 75.15)"
556,Lucé,L6,3500.0,1768,47.85,0.48333000000000004,"(47.85, 0.48333)"
557,Lumpkin,L6,340.0,1869,32.03333,-84.76666999999999,"(32.03333, -84.76667)"
558,Lunan,H6,2520.0,1980,24.8,103.3,"(24.8, 103.3)"
559,Lundsgård,L6,11000.0,1889,56.21666999999999,13.03333,"(56.21667, 13.03333)"
560,Luotolax,Howardite,885.0,1813,61.2,27.7,"(61.2, 27.7)"
561,Luponnas,H3-5,14000.0,1753,46.21667,5.0,"(46.21667, 5.0)"
563,Mabwe-Khoywa,L5,540.0,1937,19.0,97.0,"(19.0, 97.0)"
564,Macau,H5,1500.0,1836,-5.2,-36.66667,"(-5.2, -36.66667)"
565,Machinga,L6,93200.0,1981,-15.21222,35.24222,"(-15.21222, 35.24222)"
566,Macibini,Eucrite-pmict,1995.0,1936,-28.83333,31.95,"(-28.83333, 31.95)"
567,Madhipura,L,1000.0,1950,25.91667,86.36667,"(25.91667, 86.36667)"
568,Madiun,L6,400.0,1935,-7.75,111.53333,"(-7.75, 111.53333)"
569,Madrid,L6,400.0,1896,40.41667,-3.7166699999999997,"(40.41667, -3.71667)"
570,Mafra,L3-4,600.0,1941,-26.16667,-49.93333,"(-26.16667, -49.93333)"
571,Magnesia,"Iron, IAB-sHL",5000.0,1899,37.86667,27.51667,"(37.86667, 27.51667)"
572,Magombedze,H3-5,666.6,1990,-19.48333,31.65,"(-19.48333, 31.65)"
573,Mahadevpur,H4/5,70500.0,2007,27.66667,95.78333,"(27.66667, 95.78333)"
574,Maigatari-Danduma,H5/6,4629.0,2004,12.83333,9.38333,"(12.83333, 9.38333)"
575,Malaga,OC,150.0,1933,32.21667,-104.0,"(32.21667, -104.0)"
576,Malakal,L5,2000.0,1970,9.5,31.75,"(9.5, 31.75)"
577,Malampaka,H,470.0,1930,-3.13333,33.51667,"(-3.13333, 33.51667)"
579,Malvern,Eucrite-pmict,807.0,1933,-29.45,26.76667,"(-29.45, 26.76667)"
580,Mamra Springs,L6,1000.0,1927,45.21667,62.083330000000004,"(45.21667, 62.08333)"
581,Manbhoom,LL6,1700.0,1863,23.05,86.7,"(23.05, 86.7)"
582,Manegaon,Diogenite,50.0,1843,20.96667,76.1,"(20.96667, 76.1)"
583,Mangwendi,LL6,22300.0,1934,-17.65,31.6,"(-17.65, 31.6)"
584,Manych,LL3.4,3555.0,1951,45.81667,44.63333,"(45.81667, 44.63333)"
585,Mardan,H5,4500.0,1948,34.23333,72.08333,"(34.23333, 72.08333)"
587,Mariaville,Iron,340.0,1898,42.71667,-99.38333,"(42.71667, -99.38333)"
588,Maribo,CM2,25.81,2009,54.76183,11.46745,"(54.76183, 11.46745)"
589,Maridi,H6,3200.0,1941,4.66667,29.25,"(4.66667, 29.25)"
590,Marilia,H4,2500.0,1971,-22.25,-49.93333,"(-22.25, -49.93333)"
591,Marion (Iowa),L6,28400.0,1847,41.9,-91.6,"(41.9, -91.6)"
592,Marjalahti,"Pallasite, PMG",45000.0,1902,61.5,30.5,"(61.5, 30.5)"
593,Marmande,L5,3000.0,1848,44.5,0.15,"(44.5, 0.15)"
594,Maromandia,L6,6000.0,2002,-14.2,48.1,"(-14.2, 48.1)"
595,Maryville,L6,1443.0,1983,35.8,-84.1,"(35.8, -84.1)"
596,Mascombes,L6,1000.0,1836,45.36667,1.86667,"(45.36667, 1.86667)"
597,Mason Gully,H5,24.54,2010,0.0,0.0,"(0.0, 0.0)"
598,Mässing,Howardite,1600.0,1803,48.13333,12.61667,"(48.13333, 12.61667)"
599,Mauerkirchen,L6,19000.0,1768,48.18333,13.133329999999999,"(48.18333, 13.13333)"
600,Mauritius,L6,220.0,1801,-20.0,57.0,"(-20.0, 57.0)"
601,Mayo Belwa,Aubrite,4850.0,1974,8.96667,12.08333,"(8.96667, 12.08333)"
602,Mazapil,"Iron, IAB-sLL",4000.0,1885,24.683329999999998,-101.68333,"(24.68333, -101.68333)"
603,Maziba,L6,4975.0,1942,-1.2166700000000001,30.0,"(-1.21667, 30.0)"
604,Mbale,L5/6,150000.0,1992,1.06667,34.16667,"(1.06667, 34.16667)"
605,Medanitos,Eucrite-cm,31.0,1953,-27.25,-67.5,"(-27.25, -67.5)"
606,Meerut,H5,22.0,1861,29.01667,77.8,"(29.01667, 77.8)"
607,Meester-Cornelis,H5,24750.0,1915,-6.2333300000000005,106.88333,"(-6.23333, 106.88333)"
608,Menow,H4,10500.0,1862,53.183330000000005,13.15,"(53.18333, 13.15)"
609,Menziswyl,L5,28.9,1903,46.818670000000004,7.21817,"(46.81867, 7.21817)"
610,Mern,L6,4000.0,1878,55.05,12.06667,"(55.05, 12.06667)"
611,Meru,LL6,6000.0,1945,0.0,37.66667,"(0.0, 37.66667)"
612,Merua,H5,71400.0,1920,25.48333,81.98333000000001,"(25.48333, 81.98333)"
613,Messina,L5,2405.0,1955,38.18333,15.566670000000002,"(38.18333, 15.56667)"
614,Meuselbach,L6,870.0,1897,50.58333,11.1,"(50.58333, 11.1)"
615,Mezel,L6,1300.0,1949,45.76667,3.25,"(45.76667, 3.25)"
616,Mezö-Madaras,L3.7,22700.0,1852,46.5,25.73333,"(46.5, 25.73333)"
617,Mhow,L6,350.0,1827,25.9,83.61667,"(25.9, 83.61667)"
618,Mianchi,H5,1100.0,1980,34.8,111.7,"(34.8, 111.7)"
619,Middlesbrough,L6,1600.0,1881,54.566669999999995,-1.16667,"(54.56667, -1.16667)"
620,Mifflin,L5,3584.0,2010,42.9075,-90.36556,"(42.9075, -90.36556)"
621,Mighei,CM2,8000.0,1889,48.06667,30.96667,"(48.06667, 30.96667)"
622,Mihonoseki,L6,6380.0,1992,35.568329999999996,133.22,"(35.56833, 133.22)"
623,Mike,L6,224.2,1944,46.23333,17.53333,"(46.23333, 17.53333)"
624,Milena,L6,10000.0,1842,46.18333,16.1,"(46.18333, 16.1)"
625,Millbillillie,Eucrite-mmict,330000.0,1960,-26.45,120.36667,"(-26.45, 120.36667)"
626,Miller (Arkansas),H5,16700.0,1930,35.4,-92.05,"(35.4, -92.05)"
627,Minamino,L,1040.0,1632,35.07833,136.93333,"(35.07833, 136.93333)"
628,Mineo,Pallasite,42.0,1826,37.28333,14.7,"(37.28333, 14.7)"
629,Min-Fan-Zhun,LL6,5500.0,1952,32.33333,120.66667,"(32.33333, 120.66667)"
630,Minnichhof,OC,550.0,1905,47.7,16.6,"(47.7, 16.6)"
631,Mirzapur,L5,8510.0,1910,25.683329999999998,83.25,"(25.68333, 83.25)"
632,Misshof,H5,5800.0,1890,56.666669999999996,23.0,"(56.66667, 23.0)"
633,Mjelleim,H,100.7,1898,61.73333,5.933330000000001,"(61.73333, 5.93333)"
634,Mocs,L5-6,300000.0,1882,46.8,24.03333,"(46.8, 24.03333)"
635,Modoc (1905),L6,35000.0,1905,38.5,-101.1,"(38.5, -101.1)"
636,Mokoia,CV3,4500.0,1908,-39.63333,174.4,"(-39.63333, 174.4)"
637,Molina,H5,144000.0,1858,38.11667,-1.16667,"(38.11667, -1.16667)"
638,Molteno,Howardite,150.0,1953,-31.25,26.46667,"(-31.25, 26.46667)"
639,Monahans (1998),H5,2587.0,1998,31.60833,-102.85833000000001,"(31.60833, -102.85833)"
640,Monroe,H4,8600.0,1849,35.25,-80.5,"(35.25, -80.5)"
